town_code,party_code,acronym,name,votes,seats
10067,2248,EXTREMADURA UNIDA,EXTREMADURA UNIDA,76, 
10068,4253,PP,PARTIDO POPULAR,340,4
10068,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,259,3
10069,0612,A.I.C.,AGRUPACION INDEPENDIENTE LA CUMBRE,458,5
10069,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,246,2
10069,4253,PP,PARTIDO POPULAR,34, 
10070,4253,PP,PARTIDO POPULAR,369,4
10070,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,269,3
10071,4253,PP,PARTIDO POPULAR,75,4
10071,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,39,1
10072,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,546,6
10072,4253,PP,PARTIDO POPULAR,111,1
10073,4253,PP,PARTIDO POPULAR,324,4
10073,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,227,3
10075,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,112,4
10075,4253,PP,PARTIDO POPULAR,66,2
10075,2246,EXTREMADURA UNIDA,EXTREMADURA UNIDA,26,1
10076,4253,PP,PARTIDO POPULAR,260,4
10076,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,223,3
10076,0211,G.I.G.,AGRUPACION DE ELECTORES GRUPO INDEPENDIENTE DE GALISTEO,176,2
10077,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,238,3
10077,4253,PP,PARTIDO POPULAR,182,2
10077,2248,EXTREMADURA UNIDA,EXTREMADURA UNIDA,106,1
10077,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,68,1
10079,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,262,3
10079,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,225,2
10079,4253,PP,PARTIDO POPULAR,218,2
10078,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,233,5
10078,4253,PP,PARTIDO POPULAR,91,2
10080,4253,PP,PARTIDO POPULAR,164,4
10080,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,151,3
10081,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,111,4
10081,4253,PP,PARTIDO POPULAR,39,1
10082,4521,P.S.D.G.,PLATAFORMA SOCIALISTA DEMOCRATICA DE GARROVILLAS,711,5
10082,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,622,5
10082,4253,PP,PARTIDO POPULAR,178,1
10082,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,45, 
10083,2246,EXTREMADURA UNIDA,EXTREMADURA UNIDA,42,2
10083,4253,PP,PARTIDO POPULAR,40,1
10083,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3, 
10084,4253,PP,PARTIDO POPULAR,550,5
10084,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,419,4
10085,4253,PP,PARTIDO POPULAR,151,4
10085,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,75,2
10085,2246,EXTREMADURA UNIDA,EXTREMADURA UNIDA,75,1
10085,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
10086,4253,PP,PARTIDO POPULAR,138,4
10086,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,136,3
10087,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,795,7
10087,4253,PP,PARTIDO POPULAR,470,4
10088,0540,AGRUPACIÓN INDEPENDIENTE DE GUIJO DE CORIA,AGRUPACIÓN INDEPENDIENTE DE GUIJO DE CORIA,95,2
10088,4253,PP,PARTIDO POPULAR,92,2
10088,2248,EXTREMADURA UNIDA,EXTREMADURA UNIDA,63,1
10088,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,10, 
10089,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,519,5
10089,4253,PP,PARTIDO POPULAR,299,2
10089,1521,eX,"COALICIÓN EXTREMEÑOS ""estremeñus""",212,2
10090,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,159,3
10090,4253,PP,PARTIDO POPULAR,135,2
10090,2252,eXtremeños,EXTREMEÑOS,99,2
10090,2430,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,35, 
10091,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,150,4
10091,4253,PP,PARTIDO POPULAR,140,3
10092,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,160,5
10092,4253,PP,PARTIDO POPULAR,60,1
10092,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,37,1
10093,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,221,5
10093,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,78,1
10093,4253,PP,PARTIDO POPULAR,49,1
10094,4253,PP,PARTIDO POPULAR,106,4
10094,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,90,3
10095,1519,eXtremeños,COALICION EXTREMEÑOS,123,3
10095,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,97,2
10095,4253,PP,PARTIDO POPULAR,78,2
10096,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,856,4
10096,0298,QHQ,AGRUPACION DE ELECTORES QUE HERVAS QUIERES,780,4
10096,4253,PP,PARTIDO POPULAR,748,3
10097,4253,PP,PARTIDO POPULAR,53,3
10097,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48,2
10098,4253,PP,PARTIDO POPULAR,191,4
10098,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,117,3
10099,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,260,4
10099,4253,PP,PARTIDO POPULAR,183,3
10100,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,348,4
10100,4253,PP,PARTIDO POPULAR,215,3
10101,4253,PP,PARTIDO POPULAR,122,5
10101,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,4, 
10102,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,262,5
10102,4253,PP,PARTIDO POPULAR,142,2
10103,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,245,5
10103,4253,PP,PARTIDO POPULAR,124,2
10104,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1040,5
10104,4253,PP,PARTIDO POPULAR,1039,4
10104,2252,eXtremeños,EXTREMEÑOS,728,3
10104,2430,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,397,1
10104,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,87, 
10104,5373,VOX,VOX,84, 
10104,2246,EXTREMADURA UNIDA,EXTREMADURA UNIDA,67, 
10105,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,945,6
10105,4253,PP,PARTIDO POPULAR,720,5
10105,3610,IU-LV,IZQUIERDA UNIDA-LOS VERDES JARANDILLA DE LA VERA,94, 
10106,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,77,4
10106,4253,PP,PARTIDO POPULAR,14,1
10107,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,499,6
10107,4253,PP,PARTIDO POPULAR,190,2
10107,3652,Jerte en Común,JERTE EN COMUN,155,1
10108,4253,PP,PARTIDO POPULAR,68,3
10108,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48,2
10108,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,42, 
10109,4253,PP,PARTIDO POPULAR,635,5
10109,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,561,5
10109,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,174,1
10110,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,902,7
10110,1519,eXtremeños,COALICION EXTREMEÑOS,380,2
10110,4253,PP,PARTIDO POPULAR,357,2
10111,4253,PP,PARTIDO POPULAR,449,4
10111,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,354,3
10111,1520,eXtremeños,COALICIÓN EXTREMEÑOS,183,2
10111,3611,IU-LV,IZQUIERDA UNIDA-LOS VERDES MADRIGAL DE LA VERA,70, 
10112,4253,PP,PARTIDO POPULAR,938,7
10112,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,286,2
10112,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,118, 
10113,4253,PP,PARTIDO POPULAR,686,5
10113,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,487,3
10113,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,473,3
10114,1520,eXtremeños,COALICIÓN EXTREMEÑOS,524,7
10114,4253,PP,PARTIDO POPULAR,150,2
10114,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53, 
10115,4253,PP,PARTIDO POPULAR,1362,6
10115,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1287,5
10116,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1724,7
10116,4253,PP,PARTIDO POPULAR,936,4
10117,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,136,5
10117,4253,PP,PARTIDO POPULAR,18, 
10118,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,171,5
10118,4253,PP,PARTIDO POPULAR,68,1
10118,2430,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,39,1
10119,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,305,4
10119,4253,PP,PARTIDO POPULAR,127,2
10119,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,101,1
10120,4253,PP,PARTIDO POPULAR,102,4
10120,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,22,1
10121,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2595,8
10121,4253,PP,PARTIDO POPULAR,2312,7
10121,2434,IU-LV-PPI,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,649,2
10121,2248,EXTREMADURA UNIDA,EXTREMADURA UNIDA,109, 
10122,4253,PP,PARTIDO POPULAR,143,5
10122,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,52,2
10123,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,326,5
10123,4253,PP,PARTIDO POPULAR,178,2
10124,4253,PP,PARTIDO POPULAR,345,3
10124,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,269,3
10124,2252,eXtremeños,EXTREMEÑOS,88,1
10125,4253,PP,PARTIDO POPULAR,368,5
10125,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,301,4
10126,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,603,5
10126,4253,PP,PARTIDO POPULAR,595,4
10126,2250,eXtremeños,eXtremeños,34, 
10127,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1533,6
10127,4253,PP,PARTIDO POPULAR,929,4
10127,2433,I.U.,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,927,3
10128,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2329,7
10128,4253,PP,PARTIDO POPULAR,1792,6
10129,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,159,4
10129,4253,PP,PARTIDO POPULAR,98,2
10129,4797,SIEx,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA,43,1
10130,4253,PP,PARTIDO POPULAR,787,6
10130,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,467,4
10130,0326,"AGRUPACION DE ELECTORES ""SOMOS NAVACONCEJO""","AGRUPACION DE ELECTORES ""SOMOS NAVACONCEJO""",175,1
10131,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2415,6
10131,4253,PP,PARTIDO POPULAR,2270,5
10131,2618,GIPN,GRUPO INDEPENDIENTE POR NAVALMORAL,996,2
10131,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,914,2
10131,1519,eXtremeños,COALICION EXTREMEÑOS,681,1
10131,3612,IU-LV,IZQUIERDA UNIDA-LOS VERDES NAVALMORAL DE LA MATA,584,1
10131,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,142, 
10132,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,171,4
10132,4253,PP,PARTIDO POPULAR,110,3
10133,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,717,7
10133,4253,PP,PARTIDO POPULAR,255,2
10134,4253,PP,PARTIDO POPULAR,337,5
10134,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,127,2
10135,4253,PP,PARTIDO POPULAR,674,6
10135,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,387,3
10136,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,174,4
10136,4253,PP,PARTIDO POPULAR,119,3
10137,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,219,4
10137,4253,PP,PARTIDO POPULAR,134,3
10138,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,331,6
10138,4253,PP,PARTIDO POPULAR,98,1
10139,4253,PP,PARTIDO POPULAR,51,4
10139,2250,eXtremeños,eXtremeños,34,1
10139,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,10, 
10140,4253,PP,PARTIDO POPULAR,638,7
10140,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,271,2
10141,4253,PP,PARTIDO POPULAR,110,4
10141,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,102,3
10142,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,322,4
10142,4253,PP,PARTIDO POPULAR,196,2
10142,4797,SIEx,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA,141,1
10142,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,31, 
10143,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,116,5
10143,4253,PP,PARTIDO POPULAR,9, 
10144,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,287,4
10144,4253,PP,PARTIDO POPULAR,252,3
10144,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,201,2
10144,2252,eXtremeños,EXTREMEÑOS,64, 
10145,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64,4
10145,4253,PP,PARTIDO POPULAR,49,1
10146,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,608,5
10146,4253,PP,PARTIDO POPULAR,600,4
10147,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,664,6
10147,4253,PP,PARTIDO POPULAR,313,3
10147,0284,PA,AGRUPACION DE ELECTORES PIORNAL AHORA,97, 
10148,4253,PP,PARTIDO POPULAR,8700,11
10148,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5337,7
10148,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,1426,1
10148,2252,eXtremeños,EXTREMEÑOS,1359,1
10148,4490,PLASENCIA EN COMUN,PLASENCIA EN COMUN,1349,1
10148,2436,GANEMOS-IU-LV,GANEMOS -IZQUIERDA UNIDA-LOS VERDES- PLASENCIA,970, 
10148,2247,Extremadura Unida,EXTREMADURA UNIDA,398, 
10148,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,394, 
10148,4798,SIEX,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA,160, 
10148,5373,VOX,VOX,108, 
10149,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,173,4
10149,4253,PP,PARTIDO POPULAR,121,3
10150,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,249,7
10150,4253,PP,PARTIDO POPULAR,34, 
10151,4253,PP,PARTIDO POPULAR,105,4
10151,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64,1
10152,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,268,5
10152,4253,PP,PARTIDO POPULAR,136,2
10153,4253,PP,PARTIDO POPULAR,200,6
10153,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45,1
10154,4253,PP,PARTIDO POPULAR,99,5
10154,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,34, 
10155,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,515,5
10155,4253,PP,PARTIDO POPULAR,375,4
10156,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53,2
10156,4253,PP,PARTIDO POPULAR,24,1
10157,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,166,6
10157,4253,PP,PARTIDO POPULAR,41,1
10158,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,199,5
10158,4253,PP,PARTIDO POPULAR,85,2
10159,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,177,4
10159,4253,PP,PARTIDO POPULAR,124,3
10160,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,178,7
10160,4253,PP,PARTIDO POPULAR,14, 
10901,4253,PP,PARTIDO POPULAR,469,5
10901,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,338,4
10161,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,29,2
10161,4253,PP,PARTIDO POPULAR,43,1
10162,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,379,6
10162,4253,PP,PARTIDO POPULAR,104,1
10163,4253,PP,PARTIDO POPULAR,176,4
10163,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,165,3
10164,4253,PP,PARTIDO POPULAR,299,4
10164,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,273,3
10165,4253,PP,PARTIDO POPULAR,152,5
10165,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,69,2
10166,4253,PP,PARTIDO POPULAR,152,5
10166,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,75,2
10167,4253,PP,PARTIDO POPULAR,166,4
10167,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,110,3
10168,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,190,6
10168,4253,PP,PARTIDO POPULAR,62,1
10169,4253,PP,PARTIDO POPULAR,312,5
10169,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,145,2
10170,4253,PP,PARTIDO POPULAR,139,5
10170,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60,2
10171,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,172,4
10171,4253,PP,PARTIDO POPULAR,128,3
10172,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,265,4
10172,4253,PP,PARTIDO POPULAR,189,2
10172,2430,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,103,1
10173,1520,eXtremeños,COALICIÓN EXTREMEÑOS,210,3
10173,4705,Sí,SAUCEDILLA INDEPENDIENTE,126,2
10173,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,120,2
10173,4253,PP,PARTIDO POPULAR,48, 
10174,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,91,4
10174,4253,PP,PARTIDO POPULAR,75,1
10175,4253,PP,PARTIDO POPULAR,266,4
10175,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,266,3
10175,0316,SERRADILLANOS,AGRUPACION DE ELECTORES SERRADILLANOS,120,1
10175,2252,eXtremeños,EXTREMEÑOS,82,1
10176,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,175,4
10176,4253,PP,PARTIDO POPULAR,124,3
10177,2248,EXTREMADURA UNIDA,EXTREMADURA UNIDA,637,6
10177,4253,PP,PARTIDO POPULAR,407,3
10177,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,277,2
10178,4253,PP,PARTIDO POPULAR,275,3
10178,2250,eXtremeños,eXtremeños,257,3
10178,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,87,1
10179,4253,PP,PARTIDO POPULAR,130,3
10179,4620,RT,REACCIONA TALAVERUELA,73,2
10179,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,67,2
10180,4253,PP,PARTIDO POPULAR,1109,5
10180,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1018,5
10180,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,498,2
10180,3599,IU-LV,IZQUIERDA UNIDA-LOS VERDES FRENTE SOCIAL CIUDADANO TALAYUELA,294,1
10181,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,384,5
10181,4253,PP,PARTIDO POPULAR,189,2
10904,4253,PP,PARTIDO POPULAR,415,5
10904,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,154,2
10182,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54,4
10182,4253,PP,PARTIDO POPULAR,26,1
10182,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,7, 
10183,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,441,5
10183,4253,PP,PARTIDO POPULAR,403,4
10184,4253,PP,PARTIDO POPULAR,381,4
10184,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,266,3
10187,4253,PP,PARTIDO POPULAR,188,4
10187,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,165,3
10188,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,164,3
10188,2250,eXtremeños,eXtremeños,155,2
10188,4253,PP,PARTIDO POPULAR,141,2
10185,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,250,4
10185,4253,PP,PARTIDO POPULAR,236,3
10186,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,464,5
10186,4253,PP,PARTIDO POPULAR,324,3
10186,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,89,1
10190,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,167,3
10190,2435,GANEMOS-IU-LV,GANEMOS -IZQUIERDA UNIDA-LOS VERDES- EXTREMADURA,135,2
10190,4253,PP,PARTIDO POPULAR,100,1
10190,0332,TU,AGRUPACION DE ELECTORES TORREJON UNIDO,73,1
10189,4253,PP,PARTIDO POPULAR,992,6
10189,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,870,5
10191,4253,PP,PARTIDO POPULAR,292,6
10191,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,97,1
10192,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,338,4
10192,4253,PP,PARTIDO POPULAR,235,2
10192,4965,T.UNIDA,TORREMOCHA UNIDA,130,1
10193,4253,PP,PARTIDO POPULAR,717,6
10193,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,444,3
10194,4253,PP,PARTIDO POPULAR,196,3
10194,0372,AGRUP.TORREQUEMADA,AGRUPACION DE TORREQUEMADA,156,3
10194,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,103,1
10195,4253,PP,PARTIDO POPULAR,2987,8
10195,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1673,4
10195,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,669,1
10196,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,158,4
10196,4253,PP,PARTIDO POPULAR,130,3
10197,4253,PP,PARTIDO POPULAR,64,4
10197,1520,eXtremeños,COALICIÓN EXTREMEÑOS,44,1
10197,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
10198,4253,PP,PARTIDO POPULAR,664,6
10198,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,408,3
10199,4253,PP,PARTIDO POPULAR,69,4
10199,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,41,1
10199,1519,eXtremeños,COALICION EXTREMEÑOS,17, 
10200,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,192,4
10200,4253,PP,PARTIDO POPULAR,180,3
10201,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,116,4
10201,4253,PP,PARTIDO POPULAR,30,1
10202,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,310,4
10202,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,191,3
10202,4253,PP,PARTIDO POPULAR,12, 
10203,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1623,7
10203,4252,P.P.,PARTIDO POPULAR,1288,5
10203,0639,A.I.V.A.,AGRUPACION INDEPENDIENTE POR VALENCIA DE ALCANTARA,263,1
10204,4253,PP,PARTIDO POPULAR,224,4
10204,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,158,3
10205,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,689,6
10205,4253,PP,PARTIDO POPULAR,607,5
10902,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,379,4
10902,4253,PP,PARTIDO POPULAR,255,3
10206,3615,IU-LV,IZQUIERDA UNIDA-LOS VERDES VIANDAR DE LA VERA,122,5
10206,4253,PP,PARTIDO POPULAR,46,2
10206,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1, 
10207,4253,PP,PARTIDO POPULAR,203,4
10207,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,194,3
10208,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,71,5
10208,4253,PP,PARTIDO POPULAR,20, 
10209,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,127,5
10209,4253,PP,PARTIDO POPULAR,71,2
10210,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,230,4
10210,4253,PP,PARTIDO POPULAR,209,3
10211,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,225,4
10211,4253,PP,PARTIDO POPULAR,153,3
10211,2432,GANEMOS-IU-LV,GANEMOS-IZQUIERDA UNIDA-LOS VERDES,25, 
10212,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,681,7
10212,0293,"A.D.E."" POR VILLANUEVA""","AGRUPACION DE ELECTORES ""POR VILLANUEVA""",241,2
10212,1512,EXTREMEÑOS,COALICION ELECTORAL EXTREMEÑOS,176,1
10212,4253,PP,PARTIDO POPULAR,172,1
10214,4253,PP,PARTIDO POPULAR,92,4
10214,2250,eXtremeños,eXtremeños,50,1
10214,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,14, 
10213,4253,PP,PARTIDO POPULAR,293,5
